Game,Round,Quantity_A,Quantity_B,Total_Quantity,Price,Profit_A,Profit_B
1,1,34.85989711941437,9.183503397689131,44.0434005171035,11.913198965793,-281.9050520776297,-74.26516477407596
1,2,6.222874626991974,2.4141208998569548,8.636995526848928,91.36300447315108,444.08302984188657,172.27892057521936
1,3,8.109401449045064,10.28763297952773,18.397034428572795,81.6029655714272,499.563178270405,633.7487002493259
1,4,40.131909532467155,30.291808558076415,70.42371809054357,-40.84743618108715,-2441.923804101958,-1843.178888047264
1,5,31.806307075093702,19.98165427650718,51.787961351600885,-3.575922703201769,-749.8630370767087,-471.0859367050343
1,6,14.785107083623593,31.531642137434396,46.31674922105799,7.366501557884021,-186.78762730747658,-398.354951820636
1,7,30.16467028231387,27.174754558806328,57.3394248411202,-14.678849682240397,-1046.0760664347067,-942.3892284966216
1,8,30.377088672413972,3.554872736352975,33.931961408766945,32.13607718246611,368.65869270703297,43.1422099022242
1,9,7.498200960478592,23.653679064962795,31.151880025441386,37.69623994911723,132.68996338333042,418.58118041299247
1,10,17.11041293373218,40.111159269398854,57.22157220313103,-14.443144406262064,-589.3364235273117,-1381.5544510184818
1,11,30.373006907637198,25.202757798072813,55.575764705710014,-11.151529411420029,-946.1656179965239,-785.1044507955608
1,12,17.628612087110294,23.190669887032094,40.819281974142385,18.36143605171523,-28.88560822423605,-37.99939561346402
1,13,26.380246397506347,1.1004087916732344,27.480655189179583,45.038689621640835,660.5268016895702,27.552794191630944
1,14,25.477838281614915,44.2525358793037,69.73037416091861,-39.46074832183723,-1514.9313298475743,-2631.2888985223494
1,15,45.545350616525134,28.8325341566841,74.37788477320923,-48.75576954641846,-3131.50563090063,-1982.4030739162108
1,16,17.321425109376786,19.7254304760373,37.046855585414086,25.906288829171828,102.30533962884853,116.50408967122463
1,17,49.81677715825453,45.31740961750502,95.13418677575956,-90.26837355151912,-5493.214992819196,-4997.077052090249
1,18,3.1354334087011293,30.47969086961759,33.61512427831872,32.769751443362566,40.03870529632845,389.218076475544
1,19,41.13968552568866,1.7975977430200358,42.9372832687087,14.125433462582606,-241.67781994908532,-10.560107548882534
1,20,15.735649029017303,12.124884841369678,27.86053387038698,44.27893225922604,382.04475683046707,294.37925771453104
2,1,36.75483871852894,7.326529100882773,44.08136781941171,11.83726436117658,-300.0200319069431,-59.804520200652725
2,2,10.913736918848368,15.86857666388576,26.782313582734126,73.21768641726587,580.8038289878099,844.4889367870153
2,3,17.11080380962398,49.60648129991953,66.71728510954351,-33.43457021908702,-914.3084476703743,-2650.7010083423775
2,4,2.957461865552547,6.692591777987391,9.650053643539938,90.34994635646007,208.057283592898,470.82347256709863
2,5,9.375633551639291,47.74168971770296,57.11732326934225,-14.234646538684501,-320.97150071660235,-1634.419872645109
2,6,34.12698024534202,12.745768414756396,46.87274866009842,6.254502679803167,-469.092315508759,-175.1969255888835
2,7,32.38890730231107,2.373573038874129,34.762480341185196,30.47503931762961,339.27507744676916,24.863270905472096
2,8,20.248640108591026,35.43698348964922,55.68562359824025,-11.371247196480496,-635.2250942391787,-1111.7023689513837
2,9,39.26553101819155,12.674875311105751,51.9404063292973,-3.880812658594607,-937.6927901856681,-302.6863227755625
2,10,29.63145073391142,24.281005419414512,53.912456153325934,-7.824912306651868,-824.4925181899604,-675.6168465125476
2,11,19.626649470491195,23.76187178057559,43.388521251066784,13.222957497866432,-133.01063763599612,-161.03521498720903
2,12,6.076374683669347,34.369796758338644,40.446171442007994,19.10765711598401,-5.4222097095872455,-30.66964356237928
2,13,8.091368317565689,15.07055697149712,23.161925289062808,76.83807471093719,459.89779694750877,856.5814430813887
2,14,5.110676631452878,5.402835715667202,10.51351234712008,89.48648765287992,355.1229686493123,375.4240772472477
2,15,21.38524389553646,30.419635442213508,51.804879337749966,-3.6097586754999327,-504.9004475903239,-718.2002517873456
2,16,46.21150470338936,24.60062127890465,70.812125982294,-41.62425196458801,-2847.74940950441,-1515.9948841766256
2,17,18.152922187070228,36.46209728630444,54.61501947337467,-9.230038946749346,-530.6106225253731,-1065.7885237588425
2,18,32.680647057328194,44.22780635042061,76.9084534077488,-53.81690681549759,-2412.3842785009606,-3264.7598600228703
2,19,13.786907773114812,20.33165712425941,34.11856489737423,31.762870205251545,162.17360666692315,239.15864381034135
2,20,34.01733066177916,33.82941996259951,67.84675062437867,-35.69350124875734,-1894.5442476911892,-1884.0788429317724
3,1,15.847963699070199,42.27166664306977,58.11963034213997,-16.23926068427994,-574.3184878056104,-1531.8939470371863
3,2,34.49783270510318,47.637859836918416,82.13569254202159,-64.27138508404317,-2907.1801444566486,-4014.508430896626
3,3,11.004009425078308,16.317357958950108,27.321367384028417,45.35726523194317,279.0315856065131,413.7635736496567
3,4,10.371262042522005,29.50708851574215,39.87835055826416,20.24329888347168,2.523316475137829,7.179041690380124
3,5,34.42578571309213,2.23402456955708,36.65981028264921,26.680379434701578,229.9773109011841,14.924131791087163
3,6,39.69785818281712,7.484482700527949,47.18234088334507,5.63531823330986,-570.247099615364,-107.51221218138161
3,7,19.83225500758334,16.104780181559903,35.937035189143245,28.12592962171351,161.15550843149754,130.8663103285223
3,8,27.290452858099613,21.357034159436026,48.64748701753564,2.7050259649287227,-471.98767358616954,-369.3693512535764
3,9,31.525631071989807,8.379000719435734,39.904631791425544,20.190736417148912,6.013085919029753,1.5981805765133286
3,10,6.897518258843847,38.97400388652605,45.871522145369894,8.256955709260211,-80.99786240978969,-457.6734538269401
3,11,42.89083941491092,43.970732585131245,86.86157200004217,-73.72314400008435,-4019.8643187681896,-4121.075301865457
3,12,15.678966145239123,33.733752637786715,49.41271878302584,1.1745624339483243,-295.163398267437,-635.0526541512849
3,13,40.263468499528635,21.359302573695796,61.62277107322443,-23.245542146448855,-1741.2155239585813,-923.6946196695151
3,14,15.892343463937099,8.09741161092724,23.98975507486434,76.01024492513565,890.1340498494957,453.538007587672
3,15,43.27373858332525,9.348120553971842,52.62185913729709,-5.243718274594187,-1092.3900654858992,-235.98132166140854
3,16,3.9539942131024692,38.398349187454656,42.352343400557125,15.29531319888575,-18.60230438606531,-180.65220660679398
3,17,18.250455705128104,27.048242946283594,45.2986986514117,9.402602697176604,-193.40733006482242,-286.6409768450577
3,18,7.841266511680619,14.1641972099579,22.00546372163852,77.99453627836148,454.7506151799626,821.4460489467699
3,19,47.01879402178076,33.857163842149845,80.87595786393061,-61.75191572786122,-3843.876486494285,-2767.888005207824
3,20,30.498081919291554,35.65100144869297,66.14908336798453,-32.29816673596906,-1594.993773342353,-1864.4820180680197
4,1,30.997780796419377,42.174213829514684,73.17199462593406,-46.34398925186812,-2056.516435989411,-2798.0055890113103
4,2,10.21406564703212,21.227785391087465,31.441851038119587,37.116297923760825,174.82699062745266,363.3410990155108
4,3,34.09755124167983,40.21356951619687,74.3111207578767,-48.62224151575339,-2339.8503964023303,-2759.5452795509996
4,4,37.25094322893029,30.748410468337113,67.9993536972674,-35.99870739453479,-2086.0046700472944,-1721.8712406634604
4,5,44.47802061772179,41.0233429067895,85.50136352451129,-71.00272704902258,-4047.6211699553346,-3733.2360771850217
4,6,33.11718928199856,44.27474594480557,77.39193522680412,-54.783870453608245,-2476.631593052604,-3311.0368651027566
4,7,47.019908600366065,4.951361391255237,51.971269991621305,-3.942539983242611,-1125.7760416726776,-118.54816808161229
4,8,32.355527473410916,39.849322925057955,72.20485039846886,-44.40970079693773,-2084.0098436894955,-2566.682966563534
4,9,35.40404197003414,43.14128699703945,78.5453289670736,-57.0906579341472,-2729.3208889980933,-3325.790198727641
4,10,25.94091044035049,21.005766950466366,46.94667739081686,6.106645218366282,-360.4062721063755,-291.8405727031454
4,11,40.77078976931206,31.213568560128817,71.98435832944088,-43.96871665888176,-2608.0550987119586,-1996.6919231354602
4,12,31.956820952098106,16.019735478212855,47.976556430310964,4.046887139378072,-509.8107713155086,-255.5646480812389
4,13,37.95964633802371,16.886787444392734,54.84643378241644,-9.69286756483288,-1127.1307515228314,-501.41714318183614
4,14,44.070041940263025,46.191402828000875,90.2614447682639,-80.5228895365278,-4430.047957831207,-4643.293284016389
4,15,21.85466669764782,4.341520468832076,26.196187166479895,73.80381283352011,1175.8643965392082,233.59035471793752
4,16,15.573446102913005,5.296278602256616,20.86972470516962,79.13027529483038,920.8621553544493,313.1704117895532
4,17,47.667314300301086,15.531239546116389,63.198553846417475,-26.39710769283495,-2211.625515019281,-720.6045938243791
4,18,3.4533116916887456,12.481803050550193,15.935114742238937,84.06488525776106,221.23601728732424,799.6452802434701
4,19,4.610764439949871,17.869511792120587,22.48027623207046,77.51972376792955,265.20989694490896,1027.8493821505358
